a,Tioga (Town),0.5 MI N TIOGA CENTER,ALLYN ROAD PIPE CREEK,30 - County,1987,08/03/2017,N,5.43
a,Tioga (Town),1.8 MI NW OF TIOGA CENTER,DIAMOND VALLEY RD DIAMOND VALLEY CK,30 - County,1983,04/26/2017,SD,5.66
a,Tioga (Town),3.2 MI NE OF SMITHBORO,DIAMOND VALLEY RD NEIGER HOLLOW CRK,40 - Town,1940,07/13/2017,SD,5.15
a,Tioga (Town),1.5 MI NW OF TIOGA CENTER,DIAMOND VALLEY RD PIPE CREEK,30 - County,1972,06/14/2017,N,5.49
a,Tioga (Town),1 MI SW OF STRAITS CORNRS,EVELIEN HILL ROAD EVELIEN HILL CRK,40 - Town,1985,07/13/2017,FO,5.24
a,Tioga (Town),2.4 MI W OF OWEGO - CR906,GLEN MARY DRIVE THORN HLLOW CREEK,30 - County,1985,05/17/2017,N,4.00
a,Tioga (Town),1.2 MI SE OF CATATONK,GLEN MARY DRIVE CATATONK CREEK,30 - County,1967,05/18/2017,N,6.45
a,Tioga (Town),2.6 MI NW OF TIOGA CENTER,HALSEY VALLEY RD PIPE CREEK,30 - County,1959,07/18/2017,N,6.71
a,Tioga (Town),2.9 MI NW OF TIOGA CENTER,HALSEY VALLEY RD PIPE CREEK,30 - County,1959,05/21/2017,N,6.92
a,Tioga (Town),3.0 MI N OF SMITHBORO,ROSS HILL ROAD ALDER SWAMP CREEK,40 - Town,1934,07/06/2017,N,5.31
a,Tioga (Town),IN STRAITS CORNERS,STRAITS CORNERS R CHAMBERS CREEK,30 - County,1996,05/25/2016,N,6.41
a,Tioga (Town),5.8 MI NE OF SMITHBORO,STRAITS CORNERS RD PIPE CREEK,30 - County,2011,11/09/2015,N,7.00
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Tioga County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
a,Tioga (Town),6.7 MI NE OF SMITHBORO,STRAITS CORNRS RD PIPE CREEK,30 - County,1985,05/08/2017,N,5.82
a,Tioga (Town),1 MILE NW OF OWEGO,TALCOTT STREET OWEGO CREEK,30 - County,1963,08/03/2017,N,5.56
a,Waverly (Village),IN WAVERLY,17  17 65052005 DRY BROOK CREEK,NYSDOT,1973,03/27/2017,SD,2.00
a,Waverly (Village),0.5 MI E JCT RTS 17 + 220,17  17 65062006 FULTON STREET,NYSDOT,1973,10/21/2016,N,5.30
a,Waverly (Village),0.5 MI E JCT RTS 17 + 220,17  17 65062006 FULTON STREET,NYSDOT,1973,10/21/2016,N,5.57
a,Waverly (Village),JCT RTS 17 + 34,17  17 65063003 CAYUTA AVE,NYSDOT,1973,07/22/2016,FO,5.98
a,Waverly (Village),JCT RTS 17 + 34,17  17 65063003 CAYUTA AVE,NYSDOT,1973,07/22/2016,FO,5.98
a,Waverly (Village),0.1 MI SE JCT RTS 17 + 34,17  17 65063004 CAYUTA CREEK,NYSDOT,1973,08/25/2016,N,5.21
a,Waverly (Village),0.1 MI SE JCT RTS 17 + 34,17  17 65063004 CAYUTA CREEK,NYSDOT,1973,09/13/2016,N,5.90
a,Waverly (Village),JCT RTE 17C + CAYUTA CK,17C 17 65061023 CAYUTA CREEK,NYSDOT,1929,09/30/2016,SD,
a,Waverly (Village),0.2 MI N JCT RTS 17 + 220,220 X NORFOLK &  SOUTHERN,NYSDOT,1970,10/19/2015,N,5.40
"",,,R.R. MP255.57,,,,,
a,Waverly (Village),JCT RTS 17 + 220,220X220X65011001 17  17 65062002,NYSDOT,1971,08/17/2015,N,5.85
a,Waverly (Village),IN WAVERLY,CHEMUNG STREET DRY BROOK,41 - Village,1945,06/13/2017,FO,5.77
a,Waverly (Village),IN WAVERLY,CLINTON AVENUE DRY BROOK,40 - Town,2002,07/18/2017,N,6.36
a,Waverly (Village),IN WAVERLY,ITHACA STREET CAYUTA CREEK,30 - County,1986,06/22/2017,N,5.11
a,Waverly (Village),0.9 MI E JCT RTS 17 + 220,KEYSTONE AVENUE 17  17 65062010,NYSDOT,1973,04/17/2017,N,5.16
a,Waverly (Village),0.6 MI E JCT RTS 17 + 220,PENNSYLVANIA AVE Broad Street,NYSDOT,1973,10/21/2015,N,4.89
a,Waverly (Village),IN WAVERLY,PINE STREET DRY BROOK,40 - Town,1977,05/21/2017,N,5.67
a,,Town of TIOGA,COUNTY ROAD  7 UN-NAMED STREAM,30 - County,2015,09/09/2015,N,7.00
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Tioga County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty Municipality,Location,,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
"rrent as of October 31, 2017",,,,,,,,
rally Deficient (SD)/Functionally Obsolete (FO) info is current as of,,,,,,,,
Status,,,,,,,,
"= Structurally Deficient",,,,,,,,
"= Functionally Obsolete",,,,,,,,
Neither SD/FO,,,,,,,,
k = No data available,,,,,,,,
tems,,,,,,,,
k = Data not available,,,,,,,,
ondition Rating,,,,,,,,
"se refer to the narrative, FAQs and the 'Key to New York State Highway Bridge Data' for additional",,,,,,,,
on.,,,,,,,,
